Team,Date,Event,Opponent,OpponentCountry,Map,TeamScore,OpponentScore,W/L
ATK,2021/10/09,ESEA Advanced Season 38 North America,DETONATE,United States,Nuke,14,16,L
ATK,2021/10/07,IEM Fall 2021 North America,paiN,Brazil,Nuke,2,16,L
ATK,2021/10/07,IEM Fall 2021 North America,Bad News Bears,United States,Nuke,1,16,L
ATK,2021/10/06,IEM Fall 2021 North America,Extra Salt,North America,Vertigo,6,16,L
ATK,2021/10/06,IEM Fall 2021 North America,Liquid,United States,Vertigo,4,16,L
ATK,2021/10/05,IEM Fall 2021 North America,EXTREMUM,Oceania,Inferno,4,16,L
ATK,2021/10/03,SteelSeries Prime Cup 2021,Party Astronauts,United States,Ancient,13,16,L
ATK,2021/10/03,SteelSeries Prime Cup 2021,Party Astronauts,United States,Mirage,12,16,L
ATK,2021/10/03,ESEA Advanced Season 38 North America,GODSENT,Brazil,Inferno,15,19,L
ATK,2021/10/03,ESEA Advanced Season 38 North America,GODSENT,Brazil,Vertigo,6,16,L
ATK,2021/10/02,SteelSeries Prime Cup 2021,Third Impact,United States,Nuke,16,9,W
ATK,2021/10/02,SteelSeries Prime Cup 2021,Third Impact,United States,Mirage,16,13,W
ATK,2021/10/01,ESEA Advanced Season 38 North America,Northern Forces,United States,Mirage,16,6,W
ATK,2021/10/01,ESEA Advanced Season 38 North America,Northern Forces,United States,Vertigo,16,11,W
ATK,2021/09/27,ESEA Advanced Season 38 North America,Synthetic,United States,Mirage,16,9,W
ATK,2021/09/27,ESEA Advanced Season 38 North America,Synthetic,United States,Inferno,16,14,W
ATK,2021/09/20,IEM Fall 2021 North America Closed Qualifier,RBG,United States,Mirage,16,12,W
ATK,2021/09/20,IEM Fall 2021 North America Closed Qualifier,RBG,United States,Nuke,6,16,L
ATK,2021/09/20,IEM Fall 2021 North America Closed Qualifier,RBG,United States,Vertigo,16,13,W
ATK,2021/09/18,IEM Fall 2021 North America Closed Qualifier,Bad News Bears,United States,Inferno,12,16,L
ATK,2021/09/18,IEM Fall 2021 North America Closed Qualifier,Bad News Bears,United States,Nuke,10,16,L
ATK,2021/09/15,DreamHack Open September 2021 North America Closed Qualifier,Third Impact,United States,Nuke,9,16,L
ATK,2021/09/15,DreamHack Open September 2021 North America Closed Qualifier,Third Impact,United States,Inferno,14,16,L
ATK,2021/09/14,DreamHack Open September 2021 North America Closed Qualifier,Triumph,United States,Mirage,11,16,L
ATK,2021/09/14,DreamHack Open September 2021 North America Closed Qualifier,Triumph,United States,Nuke,14,16,L
ATK,2021/09/13,IEM Fall 2021 North America Open Qualifier 2,Nemesis,United States,Mirage,16,13,W
ATK,2021/09/09,IEM Fall 2021 North America Open Qualifier 1,Strife,United States,Mirage,12,16,L
ATK,2021/09/09,IEM Fall 2021 North America Open Qualifier 1,Strife,United States,Nuke,5,16,L
ATK,2021/09/08,IEM Fall 2021 North America Open Qualifier 1,Party Astronauts,United States,Nuke,19,16,W
ATK,2021/09/03,DreamHack Open September 2021 North America Open Qualifier 1,Northern Forces,United States,Dust2,16,3,W
ATK,2021/09/03,DreamHack Open September 2021 North America Open Qualifier 1,Northern Forces,United States,Nuke,16,8,W
ATK,2021/09/03,DreamHack Open September 2021 North America Open Qualifier 1,Northern Forces,United States,Mirage,12,16,L
ATK,2021/07/18,Gamedock Predator Winter Slam 2021,Bravado,South Africa,Mirage,16,11,W
ATK,2021/07/18,Gamedock Predator Winter Slam 2021,Bravado,South Africa,Dust2,16,10,W
ATK,2021/04/18,EGL One Season 2,Goliath,South Africa,Mirage,16,10,W
ATK,2021/04/18,EGL One Season 2,Goliath,South Africa,Inferno,16,12,W
ATK,2021/04/18,EGL One Season 2,Goliath,South Africa,Nuke,16,14,W
ATK,2021/04/18,EGL One Season 2,Goliath,South Africa,Dust2,19,22,L
ATK,2021/04/16,EGL One Season 2,Goliath,South Africa,Dust2,16,14,W
ATK,2021/04/16,EGL One Season 2,Goliath,South Africa,Mirage,16,7,W
ATK,2021/04/14,ESEA Intermediate Season 36 South Africa,Goliath,South Africa,Mirage,16,14,W
ATK,2021/04/14,ESEA Intermediate Season 36 South Africa,Goliath,South Africa,Inferno,16,11,W
ATK,2021/04/07,ESEA Intermediate Season 36 South Africa,White Rabbit,South Africa,Inferno,16,4,W
ATK,2021/04/07,ESEA Intermediate Season 36 South Africa,White Rabbit,South Africa,Mirage,16,8,W
ATK,2021/01/31,Gamedock Predator Summer Slam 2021,DNMK,South Africa,Mirage,16,8,W
ATK,2021/01/31,Gamedock Predator Summer Slam 2021,DNMK,South Africa,Nuke,16,8,W
ATK,2021/01/31,Gamedock Predator Summer Slam 2021,DNMK,South Africa,Inferno,15,19,L
White Rabbit,2021/07/13,ESEA Intermediate Season 37 South Africa,Sinister5,South Africa,Mirage,14,16,L
White Rabbit,2021/07/13,ESEA Intermediate Season 37 South Africa,Sinister5,South Africa,Inferno,12,16,L
White Rabbit,2021/04/07,ESEA Intermediate Season 36 South Africa,ATK,South Africa,Inferno,4,16,L
White Rabbit,2021/04/07,ESEA Intermediate Season 36 South Africa,ATK,South Africa,Mirage,8,16,L
ATK fe,2022/11/25,ESL Impact League Season 2 Finals,NOFEAR5,Russia,Overpass,3,16,L
ATK fe,2022/11/25,ESL Impact League Season 2 Finals,NOFEAR5,Russia,Dust2,5,16,L
ATK fe,2022/11/25,ESL Impact League Season 2 Finals,B4 fe,Brazil,Inferno,8,16,L
ATK fe,2022/06/04,ESL Impact League Season 1 Finals,Please Send Help,United States,Overpass,16,19,L
ATK fe,2022/06/04,ESL Impact League Season 1 Finals,Please Send Help,United States,Inferno,10,16,L
ATK fe,2022/06/03,ESL Impact League Season 1 Finals,Nigma Galaxy,Russia,Inferno,0,16,L
Vdrxp,2022/09/01,ESL Challenger Rotterdam 2022 South Africa Open Qualifier 2,DNMK,South Africa,Overpass,1,16,L
Vdrxp,2022/09/01,ESL Challenger Rotterdam 2022 South Africa Open Qualifier 2,DNMK,South Africa,Inferno,7,16,L
VYBN,2023/08/12,SOUZERN Championship Series 2023,Bravado,South Africa,Inferno,10,16,L
VYBN,2023/08/12,SOUZERN Championship Series 2023,Bravado,South Africa,Anubis,16,12,W
VYBN,2023/08/12,SOUZERN Championship Series 2023,Bravado,South Africa,Nuke,13,16,L
VYBN,2023/06/04,ESEA Spring 2023 Cash Cup 6 South Africa,Nixuh,South Africa,Inferno,6,16,L
VYBN,2023/06/04,ESEA Spring 2023 Cash Cup 6 South Africa,Nixuh,South Africa,Mirage,10,16,L
VYBN,2023/04/25,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Bravado,South Africa,Nuke,6,16,L
VYBN,2023/04/25,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Bravado,South Africa,Vertigo,5,16,L
VYBN,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,DNMK,South Africa,Overpass,16,13,W
VYBN,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,DNMK,South Africa,Ancient,9,16,L
VYBN,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,DNMK,South Africa,Mirage,16,10,W
VYBN,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Bravado,South Africa,Nuke,10,16,L
VYBN,2023/04/24,ESL Challenger Katowice 2023 South Africa Closed Qualifier,Bravado,South Africa,Ancient,2,16,L
VYBN,2023/04/20,ESL Challenger Katowice 2023 South Africa Open Qualifier,NIBBLE,South Africa,Anubis,16,14,W
VYBN,2023/04/20,ESL Challenger Katowice 2023 South Africa Open Qualifier,NIBBLE,South Africa,Ancient,23,25,L
VYBN,2023/04/20,ESL Challenger Katowice 2023 South Africa Open Qualifier,NIBBLE,South Africa,Vertigo,16,13,W
NIBBLE,2023/09/25,Telkom VS Gaming Masters 2023,Goliath,South Africa,Vertigo,5,16,L
NIBBLE,2023/09/25,Telkom VS Gaming Masters 2023,Goliath,South Africa,Inferno,16,12,W
NIBBLE,2023/09/25,Telkom VS Gaming Masters 2023,Goliath,South Africa,Overpass,10,16,L
NIBBLE,2023/09/24,Telkom VS Gaming Masters 2023,Nixuh,South Africa,Nuke,6,16,L
NIBBLE,2023/09/24,Telkom VS Gaming Masters 2023,Nixuh,South Africa,Mirage,9,16,L
NIBBLE,2023/04/20,ESL Challenger Katowice 2023 South Africa Open Qualifier,VYBN,South Africa,Anubis,14,16,L
NIBBLE,2023/04/20,ESL Challenger Katowice 2023 South Africa Open Qualifier,VYBN,South Africa,Ancient,25,23,W
NIBBLE,2023/04/20,ESL Challenger Katowice 2023 South Africa Open Qualifier,VYBN,South Africa,Vertigo,13,16,L
Royalty,2023/04/20,ESL Challenger Katowice 2023 South Africa Open Qualifier,Bravado,South Africa,Nuke,12,16,L
Royalty,2023/04/20,ESL Challenger Katowice 2023 South Africa Open Qualifier,Bravado,South Africa,Inferno,2,16,L
XvG Miracle,2023/04/21,ESL Challenger Katowice 2023 South Africa Open Qualifier,DNMK,South Africa,Ancient,7,16,L
XvG Miracle,2023/04/21,ESL Challenger Katowice 2023 South Africa Open Qualifier,DNMK,South Africa,Overpass,3,16,L
South Africa fe,2024/11/12,IESF Women World Championship 2024,Australia fe,Australia,Mirage,8,13,L
South Africa fe,2024/11/12,IESF Women World Championship 2024,Australia fe,Australia,Dust2,13,8,W
South Africa fe,2024/11/12,IESF Women World Championship 2024,Australia fe,Australia,Inferno,4,13,L
South Africa fe,2024/11/12,IESF Women World Championship 2024,Norway fe,Norway,Dust2,13,10,W
South Africa fe,2024/11/12,IESF Women World Championship 2024,Norway fe,Norway,Mirage,9,13,L
South Africa fe,2024/11/12,IESF Women World Championship 2024,Norway fe,Norway,Anubis,13,10,W
South Africa fe,2024/11/11,IESF Women World Championship 2024,Spain fe,Spain,Nuke,7,13,L
Southern5 ,2024/08/21,Perfect World Shanghai Major 2024 ZA RMR Open Qualifier,Bravado,South Africa,Ancient,4,13,L
Southern5,2024/08/21,Perfect World Shanghai Major 2024 ZA RMR Open Qualifier,Bravado,South Africa,Anubis,3,13,L
ELUSIVEza's party,2024/01/09,PGL CS2 Major Copenhagen 2024 ZA RMR Open Qualifier,Goliath,South Africa,Ancient,3,13,L
ELUSIVEza's party,2024/01/09,PGL CS2 Major Copenhagen 2024 ZA RMR Open Qualifier,Goliath,South Africa,Anubis,6,13,L
ELUSIVEza's party,2024/01/09,PGL CS2 Major Copenhagen 2024 ZA RMR Open Qualifier,Nixuh,South Africa,Ancient,7,13,L
ELUSIVEza's party,2024/01/09,PGL CS2 Major Copenhagen 2024 ZA RMR Open Qualifier,Nixuh,South Africa,Anubis,9,13,L
